frame_index,time_sec,pred_yaw,oxts_yaw,yaw_error,abs_yaw_error,pred_pitch,oxts_pitch,pitch_error,abs_pitch_error,pred_roll,oxts_roll,roll_error,abs_roll_error,confidence,yaw_confidence,pitch_confidence,roll_confidence,status,detected_line_count,near_horizontal_count,near_vertical_count,perspective_line_count,vanishing_point_candidate_count,horizon_candidate_count
104,10.4,-37.53,-69.05537575949685,31.525375759496853,31.525375759496853,-0.78,0.67792366319879,-1.4579236631987902,1.4579236631987902,-1.29,-0.8056932515129637,-0.48430674848703636,0.48430674848703636,0.79,0.79,0.79,0.8,full,36,11,5,20,152,10
105,10.5,-32.42,-70.42703672104005,38.00703672104005,38.00703672104005,-0.63,0.6167317706788181,-1.2467317706788181,1.2467317706788181,-0.0,-0.8417895926062055,0.8417895926062055,0.8417895926062055,0.81,0.79,0.84,0.81,full,43,12,6,25,234,8
106,10.6,-32.22,-71.7958901893871,39.575890189387096,39.575890189387096,-0.01,0.5927821348423497,-0.6027821348423497,0.6027821348423497,-0.0,-0.8927828363728487,0.8927828363728487,0.8927828363728487,0.79,0.8,0.78,0.8,full,44,5,8,31,386,4
107,10.7,-26.32,-73.24123352338411,46.92123352338411,46.92123352338411,-0.1,0.5588630333706051,-0.658863033370605,0.658863033370605,-0.0,-0.965376589015924,0.965376589015924,0.965376589015924,0.72,0.54,0.85,0.77,full,64,13,8,43,754,12
108,10.8,-21.22,-74.49704241875185,53.27704241875185,53.27704241875185,0.08,0.5197300159631697,-0.4397300159631697,0.4397300159631697,-0.0,-1.0229015516470588,1.0229015516470588,1.0229015516470588,0.83,0.8,0.87,0.81,full,39,7,8,24,219,7
109,10.9,-16.16,-75.73342804486465,59.573428044864656,59.573428044864656,0.26,0.5501540748846164,-0.2901540748846164,0.2901540748846164,-0.81,-1.0542423430407146,0.24424234304071457,0.24424234304071457,0.81,0.8,0.85,0.79,full,37,8,7,22,179,8
110,11.0,-11.09,-76.978809108361,65.888809108361,65.888809108361,0.87,0.6237791515589273,0.24622084844107273,0.24622084844107273,-0.0,-1.1009384033438767,1.1009384033438767,1.1009384033438767,0.82,0.8,0.85,0.81,full,35,9,7,19,142,9
111,11.1,-12.42,-78.33144787110587,65.91144787110586,65.91144787110586,0.38,0.7030765104050333,-0.32307651040503327,0.32307651040503327,-0.0,-1.1366336739805272,1.1366336739805272,1.1366336739805272,0.74,0.55,0.84,0.82,full,35,12,7,16,94,12
112,11.2,-5.35,-79.5316225645664,74.18162256456641,74.18162256456641,0.06,0.7645548818225705,-0.7045548818225704,0.7045548818225704,-0.0,-1.1326229694146115,1.1326229694146115,1.1326229694146115,0.83,0.79,0.89,0.82,full,38,10,7,21,161,10
113,11.3,-2.02,-80.80118244701727,78.78118244701727,78.78118244701727,0.89,0.7957810816572004,0.0942189183427996,0.0942189183427996,1.96,-1.1119391930103886,3.0719391930103885,3.0719391930103885,0.73,0.59,0.79,0.81,full,25,7,3,15,82,7
114,11.4,-3.19,-81.87799932718613,78.68799932718613,78.68799932718613,-0.15,0.7831760101643223,-0.9331760101643223,0.9331760101643223,1.45,-1.1131424043801634,2.563142404380163,2.563142404380163,0.9,1.0,0.89,0.81,full,32,8,4,20,143,7
115,11.5,-9.79,-82.897864202519,73.10786420251901,73.10786420251901,-0.37,0.7346464849167416,-1.1046464849167417,1.1046464849167417,-1.19,-1.078707640892801,-0.11129235910719903,0.11129235910719903,0.79,0.75,0.88,0.74,full,24,6,1,17,108,6
116,11.6,-7.9,-83.92059386682752,76.02059386682751,76.02059386682751,-0.19,0.6610787040219438,-0.8510787040219439,0.8510787040219439,-0.87,-1.1145175030884773,0.2445175030884773,0.2445175030884773,0.77,0.99,0.64,0.68,full,21,3,3,15,78,2
117,11.7,-14.51,-85.06759807689991,70.55759807689991,70.55759807689991,-4.68,0.574905851634268,-5.254905851634268,5.254905851634268,2.15,-1.1757666913879623,3.325766691387962,3.325766691387962,0.88,1.0,0.85,0.78,full,24,7,2,15,84,5
118,11.8,-19.21,-86.08809320580743,66.87809320580743,66.87809320580743,0.47,0.5050622964078206,-0.03506229640782066,0.03506229640782066,2.88,-1.1527337880237034,4.0327337880237035,4.0327337880237035,0.76,1.0,0.56,0.72,full,23,3,3,17,103,1
119,11.9,-25.93,-87.10870292627396,61.178702926273964,61.178702926273964,-4.28,0.48271694239771856,-4.762716942397719,4.762716942397719,3.13,-1.0963547409828303,4.22635474098283,4.22635474098283,0.86,0.99,0.78,0.8,full,27,6,3,18,99,4
120,12.0,-22.23,-88.2440760931052,66.0140760931052,66.0140760931052,0.39,0.4706848286999713,-0.08068482869997129,0.08068482869997129,2.49,-1.083577782151413,3.573577782151413,3.573577782151413,0.81,0.74,0.87,0.81,full,35,7,4,24,192,4
121,12.1,-31.19,-89.27379584251432,58.08379584251432,58.08379584251432,-4.27,0.46329367314278364,-4.733293673142783,4.733293673142783,3.68,-1.1342272512409777,4.814227251240978,4.814227251240978,0.78,0.75,0.75,0.83,full,28,8,2,18,104,4
122,12.2,-33.92,-90.30078299460143,56.38078299460143,56.38078299460143,-0.79,0.47578415307663563,-1.2657841530766356,1.2657841530766356,1.82,-1.1547964360861742,2.9747964360861743,2.9747964360861743,0.91,0.99,0.91,0.83,full,35,10,3,22,183,6
123,12.3,-37.02,-91.42607210423839,54.40607210423838,54.40607210423838,-0.79,0.4907383515295501,-1.28073835152955,1.28073835152955,4.18,-1.0352774400218845,5.215277440021884,5.215277440021884,0.9,1.0,0.87,0.83,full,30,9,3,18,120,6
124,12.4,-39.13,-92.44937472634203,53.319374726342026,53.319374726342026,-0.28,0.5034007188019413,-0.7834007188019413,0.7834007188019413,-0.0,-0.8160064918253184,0.8160064918253184,0.8160064918253184,0.86,0.99,0.77,0.83,full,31,8,3,20,151,2
125,12.5,-41.12,-93.45795233311081,52.33795233311081,52.33795233311081,-0.28,0.549122750853381,-0.829122750853381,0.829122750853381,-0.0,-0.5304443267321162,0.5304443267321162,0.5304443267321162,0.84,0.74,0.95,0.84,full,35,10,4,21,174,5
126,12.6,-42.74,-94.4971831819191,51.757183181919096,51.757183181919096,-0.33,0.5903757121028003,-0.9203757121028002,0.9203757121028002,0.55,-0.21634886344139884,0.7663488634413989,0.7663488634413989,0.8,0.74,0.83,0.83,full,41,8,4,29,303,3
127,12.7,-47.08,-95.36045869184272,48.280458691842725,48.280458691842725,-0.7,0.6241802220155188,-1.3241802220155188,1.3241802220155188,-0.0,0.11768553111987108,-0.11768553111987108,0.11768553111987108,0.84,0.74,0.94,0.83,full,37,9,5,23,187,6
128,12.8,-43.44,-95.9888788015422,52.5488788015422,52.5488788015422,0.35,0.6674958313274091,-0.3174958313274091,0.3174958313274091,-0.0,0.4750393079429655,-0.4750393079429655,0.4750393079429655,0.84,0.73,0.95,0.84,full,37,8,4,25,236,5
129,12.9,-44.15,-96.46328785591052,52.313287855910524,52.313287855910524,-0.33,0.6212008414808385,-0.9512008414808386,0.9512008414808386,0.58,0.9116904436121659,-0.33169044361216593,0.33169044361216593,0.85,0.73,0.98,0.83,full,37,8,7,22,176,5
130,13.0,-46.79,-96.76214264185076,49.97214264185076,49.97214264185076,-1.8,0.5696919356985776,-2.3696919356985777,2.3696919356985777,-0.0,1.2204001036286534,-1.2204001036286534,1.2204001036286534,0.83,0.73,0.94,0.83,full,34,7,5,22,170,5
131,13.1,-46.77,-96.91919037349612,50.14919037349612,50.14919037349612,-0.56,0.48684223852266045,-1.0468422385226606,1.0468422385226606,0.95,1.5386781588238259,-0.5886781588238259,0.5886781588238259,0.84,0.73,0.96,0.83,full,34,9,7,18,124,7
132,13.2,-45.72,-96.90320485101198,51.18320485101198,51.18320485101198,-1.02,0.4182018946659879,-1.4382018946659878,1.4382018946659878,0.88,1.8108331115109668,-0.9308331115109668,0.9308331115109668,0.81,0.74,0.87,0.83,full,31,6,6,19,138,4
133,13.3,-45.85,-96.73750545666013,50.88750545666013,50.88750545666013,-0.89,0.4105815559907479,-1.3005815559907479,1.3005815559907479,2.29,2.0672317248320105,0.22276827516798958,0.22276827516798958,0.83,0.74,0.94,0.82,full,28,5,5,18,123,5
134,13.4,-46.38,-96.4058201890589,50.0258201890589,50.0258201890589,-0.47,0.5560555401744639,-1.0260555401744638,1.0260555401744638,1.75,2.1112348834980574,-0.36123488349805744,0.36123488349805744,0.83,0.74,0.92,0.84,full,35,6,10,19,133,5
135,13.5,-46.6,-95.93496347302039,49.33496347302039,49.33496347302039,0.31,0.7714303753641404,-0.4614303753641404,0.4614303753641404,0.9,2.165207507799381,-1.265207507799381,1.265207507799381,0.83,0.75,0.92,0.81,full,32,10,3,19,143,8
136,13.6,-45.89,-95.28832330543574,49.39832330543574,49.39832330543574,-0.96,1.0234745094421895,-1.9834745094421895,1.9834745094421895,1.7,2.321052028074965,-0.621052028074965,0.621052028074965,0.91,1.0,0.91,0.83,full,29,8,4,17,103,7
137,13.7,-43.83,-94.57017800501876,50.74017800501876,50.74017800501876,-0.28,1.2172488357554339,-1.4972488357554339,1.4972488357554339,0.88,2.5957852908401944,-1.7157852908401945,1.7157852908401945,0.91,1.0,0.92,0.82,full,34,10,9,15,86,9
138,13.8,-42.9,-93.76288047167944,50.86288047167944,50.86288047167944,-3.58,1.2984369553254718,-4.878436955325472,4.878436955325472,0.86,2.52227480572491,-1.66227480572491,1.66227480572491,0.86,1.0,0.76,0.82,full,34,8,9,17,104,4
139,13.9,-41.51,-92.8977142010319,51.387714201031905,51.387714201031905,-0.41,1.2446935141422004,-1.6546935141422003,1.6546935141422003,1.51,2.3741652156835924,-0.8641652156835924,0.8641652156835924,0.89,1.0,0.85,0.82,full,37,14,9,14,55,10
140,14.0,-38.93,-92.0572424113545,53.127242411354494,53.127242411354494,0.58,1.131018687588245,-0.5510186875882451,0.5510186875882451,1.17,2.270116080087835,-1.100116080087835,1.100116080087835,0.9,1.0,0.88,0.82,full,30,13,6,11,39,9
141,14.1,-36.26,-91.20089969075195,54.940899690751955,54.940899690751955,-0.81,1.046793891704014,-1.856793891704014,1.856793891704014,0.95,2.383733610862277,-1.4337336108622771,1.4337336108622771,0.83,0.75,0.94,0.8,full,47,22,6,19,136,16
142,14.2,-33.35,-90.31820091157343,56.968200911573426,56.968200911573426,0.25,0.9406821080457854,-0.6906821080457854,0.6906821080457854,1.86,2.350387467185663,-0.49038746718566295,0.49038746718566295,0.81,0.74,0.9,0.8,full,34,13,10,11,45,10
143,14.3,-32.02,-89.52635563860798,57.50635563860798,57.50635563860798,1.5,0.8622441858923758,0.6377558141076242,0.6377558141076242,2.75,2.2372855984268387,0.5127144015731613,0.5127144015731613,0.82,0.75,0.92,0.8,full,25,5,4,16,94,5
144,14.4,-29.43,-88.70668221689382,59.276682216893825,59.276682216893825,1.1,0.8223663233512706,0.2776336766487295,0.2776336766487295,3.13,2.0818994443873593,1.0481005556126406,1.0481005556126406,0.83,0.75,0.91,0.83,full,32,11,6,15,81,9
145,14.5,-26.18,-87.93886147563902,61.758861475639016,61.758861475639016,-0.05,0.8735314544564531,-0.9235314544564531,0.9235314544564531,1.68,2.0006540290378085,-0.3206540290378086,0.3206540290378086,0.89,1.0,0.86,0.8,full,29,15,2,12,56,10
146,14.6,-32.46,-87.13397036503923,54.67397036503923,54.67397036503923,0.55,0.983367463783032,-0.4333674637830319,0.4333674637830319,3.32,1.9569946450488398,1.36300535495116,1.36300535495116,0.82,0.74,0.89,0.82,full,28,15,2,11,47,12
147,14.7,-24.84,-86.3949694008795,61.5549694008795,61.5549694008795,0.45,1.126950687242816,-0.6769506872428162,0.6769506872428162,2.52,1.8522579600989255,0.6677420399010745,0.6677420399010745,0.81,0.74,0.84,0.84,full,38,12,7,19,149,11
148,14.8,-19.55,-85.65889052147493,66.10889052147493,66.10889052147493,0.23,1.2460113170710012,-1.0160113170710012,1.0160113170710012,-0.0,1.7714709109854794,-1.7714709109854794,1.7714709109854794,0.81,0.74,0.87,0.82,full,39,16,6,17,118,15
149,14.9,-16.99,-85.03980962383608,68.04980962383608,68.04980962383608,0.46,1.196507763571698,-0.7365077635716981,0.7365077635716981,-0.0,1.7229413857378986,-1.7229413857378986,1.7229413857378986,0.92,1.0,0.92,0.84,full,34,11,5,18,128,10
150,15.0,-13.68,-84.44662641853714,70.76662641853713,70.76662641853713,0.29,1.0551590755129239,-0.7651590755129238,0.7651590755129238,-0.0,1.6914287070057032,-1.6914287070057032,1.6914287070057032,0.82,0.74,0.9,0.83,full,28,12,4,12,57,11
151,15.1,-12.4,-83.92317217690561,71.5231721769056,71.5231721769056,0.65,0.8364610851114889,-0.18646108511148884,0.18646108511148884,-0.0,1.6147669540171992,-1.6147669540171992,1.6147669540171992,0.86,0.75,0.96,0.86,full,32,15,3,14,83,12
152,15.2,-11.83,-83.42349568377202,71.59349568377202,71.59349568377202,0.18,0.6041839949654532,-0.42418399496545317,0.42418399496545317,-0.0,1.597291741265709,-1.597291741265709,1.597291741265709,0.94,1.0,0.97,0.85,full,25,8,7,10,38,8
153,15.3,-12.9,-83.01314331089932,70.11314331089932,70.11314331089932,-0.02,0.5578890051188826,-0.5778890051188826,0.5778890051188826,0.82,1.6612338312023087,-0.8412338312023088,0.8412338312023088,0.92,0.99,0.95,0.83,full,33,14,10,9,28,14
