frame_index,time_sec,segment,raw_vp_yaw,image_geometry_yaw,reliability_gated_yaw,calibrated_heading_yaw,oxts_yaw,raw_abs_yaw_error,current_abs_yaw_error,calibrated_abs_yaw_error,yaw_confidence_before,yaw_confidence_after,confidence_failure_before,confidence_failure_after,yaw_calibration_model,yaw_calibration_scale,yaw_calibration_offset,comparison_ready,vp_temporal_jump,vp_side_flip,vp_cluster_ambiguity,line_support_consistency,yaw_warning_flags
78,7.8,calibration_0_80,69.95,69.95,-69.95,-36.6423,-31.770892086492207,101.72089208649221,38.17910791350779,4.871407913507792,0.25,0.15,False,False,linear,-0.2705094869167766,-55.56446532378772,True,195.16055569709772,True,0.9642,0.1972,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
79,7.9,calibration_0_80,63.13,63.13,-63.13,-38.4872,-33.00017303594539,96.13017303594539,30.129826964054615,5.487026964054614,0.25,0.15,False,False,linear,-0.2705094869167766,-55.56446532378772,True,143.39921234093302,True,0.9743,0.2059,"[""yaw_sign_reference_flip"", ""large_temporal_jump"", ""high_cluster_ambiguity"", ""low_line_support_consistency""]"
80,8.0,calibration_0_80,65.51,65.51,-65.51,-37.8434,-34.40953462040818,99.91953462040819,31.100465379591824,3.433865379591822,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,41.841455519615906,True,0.9961,0.3725,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
81,8.1,validation_81_153,67.03,67.03,-67.03,-37.4322,-35.75787619968955,102.78787619968955,31.272123800310453,1.6743238003104537,0.53,0.42,False,False,linear,-0.2705094869167766,-55.56446532378772,True,30.85099674240691,True,0.9963,0.53,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
82,8.2,validation_81_153,65.27,65.27,-65.27,-37.9083,-37.12203141411652,102.39203141411652,28.147968585883476,0.7862685858834766,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,35.33620381421858,True,0.967,0.7406,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
83,8.3,validation_81_153,67.21,67.21,-67.21,-37.3835,-38.675434588275216,105.88543458827522,28.534565411724778,1.2919345882752182,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,39.170001276487156,True,0.9813,0.5201,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
84,8.4,validation_81_153,67.94,67.94,-67.94,-37.1861,-40.103188117961714,108.0431881179617,27.836811882038283,2.917088117961711,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,18.410662671397603,True,0.9738,0.5852,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
85,8.5,validation_81_153,67.43,67.43,-67.43,-37.324,-41.54205702887375,108.97205702887376,25.887942971126257,4.218057028873751,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,11.758507558359446,True,0.9655,0.494,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
86,8.6,validation_81_153,63.52,63.52,-63.52,-38.3817,-43.128519867811484,106.64851986781149,20.39148013218852,4.746819867811482,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,74.60695141875193,True,0.9744,0.5881,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
87,8.7,validation_81_153,66.31,66.31,-66.31,-37.627,-44.565669905338126,110.87566990533813,21.744330094661876,6.9386699053381236,0.53,0.42,False,False,linear,-0.2705094869167766,-55.56446532378772,True,52.55353556136835,True,0.9658,0.5887,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
88,8.8,validation_81_153,61.15,61.15,-61.15,-39.0228,-45.99714766069298,107.14714766069298,15.152852339307017,6.974347660692985,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,87.13776047156595,True,0.9745,0.8147,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
89,8.9,validation_81_153,63.28,63.28,-63.28,-38.4466,-47.532158889627965,110.81215888962797,15.747841110372036,9.085558889627968,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,32.65226485253349,True,0.9688,0.6025,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
90,9.0,validation_81_153,62.57,62.57,-62.57,-38.6387,-48.907314893721455,111.47731489372146,13.662685106278545,10.268614893721455,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,11.466930714014115,True,0.949,0.6362,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
91,9.1,validation_81_153,63.42,63.42,-63.42,-38.4088,-50.3089988437295,113.7289988437295,13.111001156270504,11.900198843729498,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,13.720878251773915,True,0.9601,0.713,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
92,9.2,validation_81_153,61.53,61.53,-61.53,-38.92,-51.83123311383307,113.36123311383307,9.69876688616693,12.91123311383307,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,28.800085069318875,True,0.9539,0.6872,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
93,9.3,validation_81_153,59.08,59.08,-59.08,-39.5828,-53.17361593204508,112.25361593204508,5.906384067954917,13.590815932045082,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,32.72213318229722,True,0.9748,0.817,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
94,9.4,validation_81_153,59.5,59.5,-59.5,-39.4692,-54.528260047072884,114.02826004707288,4.971739952927116,15.059060047072883,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,7.101443515229824,True,0.9625,0.8191,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
95,9.5,validation_81_153,57.36,57.36,-57.36,-40.048,-56.03531093560549,113.3953109356055,1.3246890643945122,15.987310935605485,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,25.590781543360524,True,0.9337,0.9347,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
96,9.6,validation_81_153,57.63,57.63,-57.63,-39.975,-57.4478237879415,115.0778237879415,0.18217621205850065,17.4728237879415,0.79,0.79,False,False,linear,-0.2705094869167766,-55.56446532378772,True,4.377133765376606,True,0.4764,0.9977,"[""yaw_sign_reference_flip""]"
97,9.7,validation_81_153,55.67,55.67,-55.67,-40.5052,-58.860336640277524,114.53033664027753,3.190336640277522,18.35513664027752,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,21.231874622840095,True,0.8352,0.9648,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
98,9.8,validation_81_153,51.48,51.48,-51.48,-41.6386,-60.2853972683269,111.7653972683269,8.805397268326907,18.646797268326907,0.54,0.49,False,False,linear,-0.2705094869167766,-55.56446532378772,True,39.4626354923236,True,0.5618,0.9804,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
99,9.9,validation_81_153,51.01,51.01,-51.01,-41.7658,-61.857135091929784,112.86713509192978,10.847135091929786,20.091335091929786,0.79,0.79,False,False,linear,-0.2705094869167766,-55.56446532378772,True,5.607896218725843,True,0.5342,0.9748,"[""yaw_sign_reference_flip""]"
100,10.0,validation_81_153,50.52,50.52,-50.52,-41.8983,-63.31760451171826,113.83760451171827,12.797604511718255,21.41930451171826,0.8,0.8,False,False,linear,-0.2705094869167766,-55.56446532378772,True,13.965113676587093,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
101,10.1,validation_81_153,45.92,45.92,-45.92,-43.1427,-64.88269602489761,110.80269602489761,18.96269602489761,21.739996024897614,0.8,0.8,False,False,linear,-0.2705094869167766,-55.56446532378772,True,33.974586090193924,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
102,10.2,validation_81_153,42.21,42.21,-42.21,-44.1463,-66.2381995766181,108.4481995766181,24.0281995766181,22.091899576618104,0.79,0.79,False,False,linear,-0.2705094869167766,-55.56446532378772,True,23.65842978728726,True,0.4751,0.9579,"[""yaw_sign_reference_flip""]"
103,10.3,validation_81_153,39.78,39.78,-39.78,-44.8036,-67.58367636692383,107.36367636692383,27.803676366923824,22.780076366923822,0.54,0.49,False,False,linear,-0.2705094869167766,-55.56446532378772,True,14.10548829356853,True,0.5922,0.8735,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
104,10.4,validation_81_153,37.53,37.53,-37.53,-45.4122,-69.05537575949685,106.58537575949686,31.525375759496853,23.643175759496856,0.79,0.79,False,False,linear,-0.2705094869167766,-55.56446532378772,True,12.053986892310844,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
105,10.5,validation_81_153,32.42,32.42,-32.42,-46.7945,-70.42703672104005,102.84703672104006,38.00703672104005,23.632536721040054,0.79,0.79,False,False,linear,-0.2705094869167766,-55.56446532378772,True,24.90983741416228,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
106,10.6,validation_81_153,32.22,32.22,-32.22,-46.8486,-71.7958901893871,104.0158901893871,39.575890189387096,24.947290189387097,0.8,0.8,False,False,linear,-0.2705094869167766,-55.56446532378772,True,3.708382396679196,True,0.477,0.9974,"[""yaw_sign_reference_flip""]"
107,10.7,validation_81_153,26.32,26.32,-26.32,-48.4447,-73.24123352338411,99.56123352338412,46.92123352338411,24.796533523384113,0.54,0.43,False,False,linear,-0.2705094869167766,-55.56446532378772,True,25.340443958226178,True,0.8978,0.9668,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
108,10.8,validation_81_153,21.22,21.22,-21.22,-49.8243,-74.49704241875185,95.71704241875184,53.27704241875185,24.672742418751845,0.8,0.8,False,False,linear,-0.2705094869167766,-55.56446532378772,True,19.96044338184897,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
109,10.9,validation_81_153,16.16,16.16,-16.16,-51.193,-75.73342804486465,91.89342804486465,59.573428044864656,24.540428044864655,0.8,0.8,False,False,linear,-0.2705094869167766,-55.56446532378772,True,18.553115641314772,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
110,11.0,validation_81_153,11.09,11.09,-11.09,-52.5645,-76.978809108361,88.06880910836101,65.888809108361,24.414309108361003,0.8,0.8,False,False,linear,-0.2705094869167766,-55.56446532378772,True,17.539925883537908,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
111,11.1,validation_81_153,12.42,12.42,-12.42,-52.2047,-78.33144787110587,90.75144787110587,65.91144787110586,26.126747871105863,0.55,0.5,False,False,linear,-0.2705094869167766,-55.56446532378772,True,6.211119061811647,True,0.6901,0.9362,"[""yaw_sign_reference_flip"", ""high_cluster_ambiguity""]"
112,11.2,validation_81_153,5.35,5.35,-5.35,-54.1172,-79.5316225645664,84.8816225645664,74.18162256456641,25.414422564566408,0.79,0.79,False,False,linear,-0.2705094869167766,-55.56446532378772,True,23.93725965936781,True,0.0,1.0,"[""yaw_sign_reference_flip""]"
113,11.3,validation_81_153,-2.02,-2.02,-2.02,-55.018,-80.80118244701727,78.78118244701727,78.78118244701727,25.783182447017268,0.59,0.53,False,False,linear,-0.2705094869167766,-55.56446532378772,True,24.811926567681134,True,0.5641,0.9634,"[""vp_side_flip"", ""high_cluster_ambiguity""]"
114,11.4,validation_81_153,-3.19,-3.19,-3.19,-54.7015,-81.87799932718613,78.68799932718613,78.68799932718613,27.17649932718613,1.0,1.0,True,False,linear,-0.2705094869167766,-55.56446532378772,True,4.34165866921844,False,0.0,1.0,[]
115,11.5,validation_81_153,-9.79,-9.79,-9.79,-52.9162,-82.897864202519,73.10786420251901,73.10786420251901,29.981664202519,0.75,0.6,False,False,linear,-0.2705094869167766,-55.56446532378772,True,21.851430159145213,False,0.9492,0.8519,"[""high_cluster_ambiguity""]"
116,11.6,validation_81_153,-7.9,-7.9,-7.9,-53.4274,-83.92059386682752,76.02059386682751,76.02059386682751,30.493193866827518,0.99,0.74,True,False,linear,-0.2705094869167766,-55.56446532378772,True,11.8074764450326,False,0.5083,0.9744,[]
117,11.7,validation_81_153,-14.51,-14.51,-14.51,-51.6394,-85.06759807689991,70.55759807689991,70.55759807689991,33.42819807689991,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,23.485027144970427,False,0.479,0.9881,[]
118,11.8,validation_81_153,-19.21,-19.21,-19.21,-50.368,-86.08809320580743,66.87809320580743,66.87809320580743,35.72009320580742,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,16.790360329665315,False,0.4753,0.9903,[]
119,11.9,validation_81_153,-25.93,-25.93,-25.93,-48.5502,-87.10870292627396,61.178702926273964,61.178702926273964,38.55850292627397,0.99,0.74,True,False,linear,-0.2705094869167766,-55.56446532378772,True,25.768263426160484,False,0.5229,0.9798,[]
120,12.0,validation_81_153,-22.23,-22.23,-22.23,-49.551,-88.2440760931052,66.0140760931052,66.0140760931052,38.693076093105205,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,17.792863738027034,False,0.6978,0.9635,"[""high_cluster_ambiguity""]"
121,12.1,validation_81_153,-31.19,-31.19,-31.19,-47.1273,-89.27379584251432,58.08379584251432,58.08379584251432,42.14649584251432,0.75,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,37.61407316417613,False,0.7992,0.9231,"[""high_cluster_ambiguity""]"
122,12.2,validation_81_153,-33.92,-33.92,-33.92,-46.3888,-90.30078299460143,56.38078299460143,56.38078299460143,43.91198299460143,0.99,0.74,True,False,linear,-0.2705094869167766,-55.56446532378772,True,12.570779609873043,False,0.4446,0.9836,[]
123,12.3,validation_81_153,-37.02,-37.02,-37.02,-45.5502,-91.42607210423839,54.40607210423838,54.40607210423838,45.87587210423839,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,15.26055372520931,False,0.4131,0.9917,[]
124,12.4,validation_81_153,-39.13,-39.13,-39.13,-44.9794,-92.44937472634203,53.319374726342026,53.319374726342026,47.46997472634203,0.99,0.74,True,False,linear,-0.2705094869167766,-55.56446532378772,True,11.218988367941217,False,0.4632,0.9868,[]
125,12.5,validation_81_153,-41.12,-41.12,-41.12,-44.4411,-93.45795233311081,52.33795233311081,52.33795233311081,49.01685233311081,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,13.365515328635869,False,0.6542,0.9713,"[""high_cluster_ambiguity""]"
126,12.6,validation_81_153,-42.74,-42.74,-42.74,-44.0029,-94.4971831819191,51.757183181919096,51.757183181919096,50.4942831819191,0.74,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,11.298929152800252,False,0.8999,0.9406,"[""high_cluster_ambiguity""]"
127,12.7,validation_81_153,-47.08,-47.08,-47.08,-42.8289,-95.36045869184272,48.280458691842725,48.280458691842725,52.531558691842726,0.74,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,28.575716963883874,False,0.9957,0.9091,"[""high_cluster_ambiguity""]"
128,12.8,validation_81_153,-43.44,-43.44,-43.44,-43.8135,-95.9888788015422,52.5488788015422,52.5488788015422,52.1753788015422,0.73,0.4,False,False,linear,-0.2705094869167766,-55.56446532378772,True,28.888862905971212,False,0.9467,0.9322,"[""high_cluster_ambiguity""]"
129,12.9,validation_81_153,-44.15,-44.15,-44.15,-43.6215,-96.46328785591052,52.313287855910524,52.313287855910524,52.841787855910525,0.73,0.4,False,False,linear,-0.2705094869167766,-55.56446532378772,True,5.022449601539107,False,0.7633,0.9489,"[""high_cluster_ambiguity""]"
130,13.0,validation_81_153,-46.79,-46.79,-46.79,-42.9073,-96.76214264185076,49.97214264185076,49.97214264185076,53.85484264185076,0.73,0.4,False,False,linear,-0.2705094869167766,-55.56446532378772,True,19.355694252596578,False,0.8235,0.9471,"[""high_cluster_ambiguity""]"
131,13.1,validation_81_153,-46.77,-46.77,-46.77,-42.9127,-96.91919037349612,50.14919037349612,50.14919037349612,54.00649037349612,0.73,0.47,False,False,linear,-0.2705094869167766,-55.56446532378772,True,10.220958859128627,False,0.5723,0.9758,"[""high_cluster_ambiguity""]"
132,13.2,validation_81_153,-45.72,-45.72,-45.72,-43.1968,-96.90320485101198,51.18320485101198,51.18320485101198,53.706404851011975,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,7.527283706623529,False,0.7227,0.9203,"[""high_cluster_ambiguity""]"
133,13.3,validation_81_153,-45.85,-45.85,-45.85,-43.1616,-96.73750545666013,50.88750545666013,50.88750545666013,53.57590545666013,0.74,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,5.670282179927196,False,0.8833,0.9187,"[""high_cluster_ambiguity""]"
134,13.4,validation_81_153,-46.38,-46.38,-46.38,-43.0182,-96.4058201890589,50.0258201890589,50.0258201890589,53.3876201890589,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,7.0314721076030775,False,0.5873,0.9699,"[""high_cluster_ambiguity""]"
135,13.5,validation_81_153,-46.6,-46.6,-46.6,-42.9587,-95.93496347302039,49.33496347302039,49.33496347302039,52.97626347302039,0.75,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,5.104233536976924,False,0.9556,0.8671,"[""high_cluster_ambiguity""]"
136,13.6,validation_81_153,-45.89,-45.89,-45.89,-43.1508,-95.28832330543574,49.39832330543574,49.39832330543574,52.13752330543574,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,5.276153902228355,False,0.0,1.0,[]
137,13.7,validation_81_153,-43.83,-43.83,-43.83,-43.708,-94.57017800501876,50.74017800501876,50.74017800501876,50.86217800501876,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,14.476923015613522,False,0.509,0.9767,[]
138,13.8,validation_81_153,-42.9,-42.9,-42.9,-43.9596,-93.76288047167944,50.86288047167944,50.86288047167944,49.803280471679436,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,12.168833140445303,False,0.0,1.0,[]
139,13.9,validation_81_153,-41.51,-41.51,-41.51,-44.3356,-92.8977142010319,51.387714201031905,51.387714201031905,48.5621142010319,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,8.949860334105812,False,0.4471,0.9818,[]
140,14.0,validation_81_153,-38.93,-38.93,-38.93,-45.0335,-92.0572424113545,53.127242411354494,53.127242411354494,47.0237424113545,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,14.478984771039686,False,0.0,1.0,[]
141,14.1,validation_81_153,-36.26,-36.26,-36.26,-45.7558,-91.20089969075195,54.940899690751955,54.940899690751955,45.44509969075195,0.75,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,14.413694876748286,False,0.9068,0.8603,"[""high_cluster_ambiguity""]"
142,14.2,validation_81_153,-33.35,-33.35,-33.35,-46.543,-90.31820091157343,56.968200911573426,56.968200911573426,43.77520091157343,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,14.120003541076077,False,0.5817,0.7556,"[""high_cluster_ambiguity""]"
143,14.3,validation_81_153,-32.02,-32.02,-32.02,-46.9028,-89.52635563860798,57.50635563860798,57.50635563860798,42.62355563860798,0.75,0.49,False,False,linear,-0.2705094869167766,-55.56446532378772,True,8.627120029302914,False,0.7301,0.7872,"[""high_cluster_ambiguity""]"
144,14.4,validation_81_153,-29.43,-29.43,-29.43,-47.6034,-88.70668221689382,59.276682216893825,59.276682216893825,41.103282216893824,0.75,0.49,False,False,linear,-0.2705094869167766,-55.56446532378772,True,11.657624114715679,False,0.6309,0.9136,"[""high_cluster_ambiguity""]"
145,14.5,validation_81_153,-26.18,-26.18,-26.18,-48.4825,-87.93886147563902,61.758861475639016,61.758861475639016,39.456361475639014,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,18.792149956830333,False,0.4994,0.9643,[]
146,14.6,validation_81_153,-32.46,-32.46,-32.46,-46.7837,-87.13397036503923,54.67397036503923,54.67397036503923,40.35027036503923,0.74,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,27.02047371901529,False,0.9054,0.766,"[""high_cluster_ambiguity""]"
147,14.7,validation_81_153,-24.84,-24.84,-24.84,-48.845,-86.3949694008795,61.5549694008795,61.5549694008795,37.549969400879505,0.74,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,32.395437950427464,False,0.9666,0.8523,"[""high_cluster_ambiguity""]"
148,14.8,validation_81_153,-19.55,-19.55,-19.55,-50.276,-85.65889052147493,66.10889052147493,66.10889052147493,35.38289052147493,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,24.453449654394436,False,0.6305,0.9407,"[""high_cluster_ambiguity""]"
149,14.9,validation_81_153,-16.99,-16.99,-16.99,-50.9685,-85.03980962383608,68.04980962383608,68.04980962383608,34.07130962383608,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,9.848228267053887,False,0.0,1.0,[]
150,15.0,validation_81_153,-13.68,-13.68,-13.68,-51.8639,-84.44662641853714,70.76662641853713,70.76662641853713,32.582726418537135,0.74,0.48,False,False,linear,-0.2705094869167766,-55.56446532378772,True,19.061387672464996,False,0.5855,0.8596,"[""high_cluster_ambiguity""]"
151,15.1,validation_81_153,-12.4,-12.4,-12.4,-52.2101,-83.92317217690561,71.5231721769056,71.5231721769056,31.713072176905612,0.75,0.41,False,False,linear,-0.2705094869167766,-55.56446532378772,True,16.006626752692156,False,0.9641,0.6747,"[""high_cluster_ambiguity""]"
152,15.2,validation_81_153,-11.83,-11.83,-11.83,-52.3643,-83.42349568377202,71.59349568377202,71.59349568377202,31.059195683772018,1.0,0.75,True,False,linear,-0.2705094869167766,-55.56446532378772,True,5.251475982997558,False,0.0,1.0,[]
153,15.3,validation_81_153,-12.9,-12.9,-12.9,-52.0749,-83.01314331089932,70.11314331089932,70.11314331089932,30.938243310899324,0.99,0.74,True,False,linear,-0.2705094869167766,-55.56446532378772,True,8.444388669406496,False,0.4673,0.9643,[]
