frame_index,time_sec,selected_vanishing_point_x,selected_vanishing_point_y,yaw,yaw_confidence,pred_yaw,oxts_yaw,abs_yaw_error,raw_vp_yaw,image_geometry_yaw,calibrated_heading_yaw,comparison_type,calibrated_pose,comparison_warning,vp_temporal_jump,vp_side_flip,vp_cluster_ambiguity,line_support_consistency,selected_cluster_id,second_best_cluster_id,adjusted_yaw_confidence,yaw_warning_flags,confidence_failure_before,confidence_failure_after,detected_line_count,perspective_line_count,vanishing_point_candidate_count
70,7.0,794.83,119.73,-42.91,0.34,-42.91,-23.583038715175174,19.326961284824822,42.91,42.91,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,305.16575250181666,True,0.984,0.6622,9,8,0.017,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,82,27,296
71,7.1,792.03,138.08,-42.45,0.54,-42.45,-24.328456806640375,18.121543193359628,42.45,42.45,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,18.56239478084659,True,0.9837,0.6205,8,9,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,65,22,195
72,7.2,208.48,234.76,-65.61,0.3,-65.61,-25.13168633963428,40.47831366036572,-65.61,-65.61,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,591.5045434314093,True,0.9996,0.0947,10,12,0.015,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""low_line_support_consistency"", ""vp_side_flip""]",False,False,78,29,338
73,7.3,1020.36,223.86,-64.91,0.15,-64.91,-26.009629569113237,38.90037043088676,64.91,64.91,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,811.953166383382,True,0.9876,0.0594,6,5,0.0075,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""low_line_support_consistency"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,82,24,219
74,7.4,229.7,241.03,-64.46,0.3,-64.46,-27.041125487687257,37.41887451231274,-64.46,-64.46,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,790.8464101834187,True,0.9854,0.0737,1,2,0.015,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""low_line_support_consistency"", ""vp_side_flip""]",False,False,64,23,217
75,7.5,936.35,172.91,-59.33,0.15,-59.33,-28.091414421941572,31.238585578058427,59.33,59.33,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,709.9257404123337,True,0.9726,0.0584,5,4,0.0075,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""low_line_support_consistency"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,72,25,257
76,7.6,1011.25,197.99,-64.4,0.45,-64.4,-29.246382745366287,35.153617254633716,64.4,64.4,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,78.98744457190647,True,0.9712,0.0653,4,3,0.045,"[""high_cluster_ambiguity"", ""low_line_support_consistency"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,71,31,383
77,7.7,939.45,175.64,-59.58,0.44,-59.58,-30.566420209568186,29.013579790431812,59.58,59.58,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,75.19815489757707,True,0.977,0.1371,4,3,0.044,"[""high_cluster_ambiguity"", ""low_line_support_consistency"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,71,31,321
78,7.8,1133.26,198.56,-69.95,0.25,-69.95,-31.770892086492207,38.17910791350779,69.95,69.95,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,195.16055569709772,True,0.9642,0.1972,2,1,0.0125,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""low_line_support_consistency"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,58,16,71
79,7.9,990.01,205.1,-63.13,0.25,-63.13,-33.00017303594539,30.129826964054615,63.13,63.13,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,143.39921234093302,True,0.9743,0.2059,3,2,0.0125,"[""high_cluster_ambiguity"", ""large_temporal_jump"", ""low_line_support_consistency"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,49,17,102
80,8.0,1031.56,210.03,-65.51,0.54,-65.51,-34.40953462040818,31.100465379591824,65.51,65.51,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,41.841455519615906,True,0.9961,0.3725,6,5,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,52,12,51
81,8.1,1062.28,212.87,-67.03,0.53,-67.03,-35.75787619968955,31.272123800310453,67.03,67.03,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,30.85099674240691,True,0.9963,0.53,5,4,0.106,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,60,25,200
82,8.2,1026.96,211.8,-65.27,0.54,-65.27,-37.12203141411652,28.147968585883476,65.27,65.27,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,35.33620381421858,True,0.967,0.7406,4,3,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,61,33,374
83,8.3,1066.13,211.79,-67.21,0.54,-67.21,-38.675434588275216,28.534565411724778,67.21,67.21,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,39.170001276487156,True,0.9813,0.5201,5,4,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,70,40,546
84,8.4,1082.35,203.08,-67.94,0.54,-67.94,-40.103188117961714,27.836811882038283,67.94,67.94,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,18.410662671397603,True,0.9738,0.5852,6,5,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,72,33,364
85,8.5,1070.92,205.84,-67.43,0.54,-67.43,-41.54205702887375,25.887942971126257,67.43,67.43,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,11.758507558359446,True,0.9655,0.494,7,6,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,71,28,249
86,8.6,996.38,209.0,-63.52,0.54,-63.52,-43.128519867811484,20.39148013218852,63.52,63.52,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,74.60695141875193,True,0.9744,0.5881,6,5,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,73,33,318
87,8.7,1047.17,195.5,-66.31,0.53,-66.31,-44.565669905338126,21.744330094661876,66.31,66.31,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,52.55353556136835,True,0.9658,0.5887,7,6,0.106,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,68,39,530
88,8.8,960.44,203.92,-61.15,0.54,-61.15,-45.99714766069298,15.152852339307017,61.15,61.15,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,87.13776047156595,True,0.9745,0.8147,6,7,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,64,34,340
89,8.9,992.54,197.94,-63.28,0.54,-63.28,-47.532158889627965,15.747841110372036,63.28,63.28,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,32.65226485253349,True,0.9688,0.6025,4,3,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,61,37,478
90,9.0,981.3,195.67,-62.57,0.54,-62.57,-48.907314893721455,13.662685106278545,62.57,62.57,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,11.466930714014115,True,0.949,0.6362,5,4,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,70,42,635
91,9.1,994.7,192.72,-63.42,0.54,-63.42,-50.3089988437295,13.111001156270504,63.42,63.42,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,13.720878251773915,True,0.9601,0.713,4,3,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,77,48,763
92,9.2,965.9,192.79,-61.53,0.54,-61.53,-51.83123311383307,9.69876688616693,61.53,61.53,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,28.800085069318875,True,0.9539,0.6872,3,2,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,79,48,812
93,9.3,933.22,194.45,-59.08,0.54,-59.08,-53.17361593204508,5.906384067954917,59.08,59.08,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,32.72213318229722,True,0.9748,0.817,3,4,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,70,40,612
94,9.4,938.49,189.69,-59.5,0.54,-59.5,-54.528260047072884,4.971739952927116,59.5,59.5,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,7.101443515229824,True,0.9625,0.8191,9,8,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,64,34,398
95,9.5,912.9,189.89,-57.36,0.54,-57.36,-56.03531093560549,1.3246890643945122,57.36,57.36,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,25.590781543360524,True,0.9337,0.9347,2,1,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,67,42,582
96,9.6,916.02,186.82,-57.63,0.79,-57.63,-57.4478237879415,0.18217621205850065,57.63,57.63,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,4.377133765376606,True,0.4764,0.9977,1,2,0.4345,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,58,38,441
97,9.7,894.8,187.53,-55.67,0.54,-55.67,-58.860336640277524,3.190336640277522,55.67,55.67,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,21.231874622840095,True,0.8352,0.9648,2,3,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,56,34,398
98,9.8,855.9,194.17,-51.48,0.54,-51.48,-60.2853972683269,8.805397268326907,51.48,51.48,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,39.4626354923236,True,0.5618,0.9804,1,2,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,39,22,153
99,9.9,851.99,190.15,-51.01,0.79,-51.01,-61.857135091929784,10.847135091929786,51.01,51.01,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,5.607896218725843,True,0.5342,0.9748,1,2,0.4345,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,39,20,119
100,10.0,847.99,176.77,-50.52,0.8,-50.52,-63.31760451171826,12.797604511718255,50.52,50.52,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,13.965113676587093,True,0.0,1.0,1,,0.44,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,33,18,110
101,10.1,814.09,179.02,-45.92,0.8,-45.92,-64.88269602489761,18.96269602489761,45.92,45.92,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,33.974586090193924,True,0.0,1.0,1,,0.44,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,40,19,123
102,10.2,790.62,182.0,-42.21,0.79,-42.21,-66.2381995766181,24.0281995766181,42.21,42.21,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,23.65842978728726,True,0.4751,0.9579,1,3,0.4345,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,34,17,95
103,10.3,776.7,179.72,-39.78,0.54,-39.78,-67.58367636692383,27.803676366923824,39.78,39.78,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,14.10548829356853,True,0.5922,0.8735,2,3,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,43,21,166
104,10.4,764.65,179.41,-37.53,0.79,-37.53,-69.05537575949685,31.525375759496853,37.53,37.53,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,12.053986892310844,True,0.0,1.0,1,,0.4345,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,36,20,152
105,10.5,739.75,180.11,-32.42,0.79,-32.42,-70.42703672104005,38.00703672104005,32.42,32.42,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,24.90983741416228,True,0.0,1.0,1,,0.4345,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,43,25,234
106,10.6,738.86,176.51,-32.22,0.8,-32.22,-71.7958901893871,39.575890189387096,32.22,32.22,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,3.708382396679196,True,0.477,0.9974,1,2,0.44,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,44,31,386
107,10.7,713.52,176.36,-26.32,0.54,-26.32,-73.24123352338411,46.92123352338411,26.32,26.32,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,25.340443958226178,True,0.8978,0.9668,5,4,0.108,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,64,43,754
108,10.8,693.6,175.09,-21.22,0.8,-21.22,-74.49704241875185,53.27704241875185,21.22,21.22,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,19.96044338184897,True,0.0,1.0,1,,0.44,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,39,24,219
109,10.9,675.19,172.79,-16.16,0.8,-16.16,-75.73342804486465,59.573428044864656,16.16,16.16,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,18.553115641314772,True,0.0,1.0,1,,0.44,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,37,22,179
110,11.0,657.66,172.2,-11.09,0.8,-11.09,-76.978809108361,65.888809108361,11.09,11.09,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,17.539925883537908,True,0.0,1.0,1,,0.44,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,35,19,142
111,11.1,662.18,176.46,-12.42,0.55,-12.42,-78.33144787110587,65.91144787110586,12.42,12.42,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,6.211119061811647,True,0.6901,0.9362,2,1,0.11,"[""high_cluster_ambiguity"", ""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,35,16,94
112,11.2,638.5,172.96,-5.35,0.79,-5.35,-79.5316225645664,74.18162256456641,5.35,5.35,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,23.93725965936781,True,0.0,1.0,1,,0.4345,"[""vp_side_flip"", ""yaw_sign_reference_flip""]",False,False,38,21,161
113,11.3,614.39,167.1,-2.02,0.59,-2.02,-80.80118244701727,78.78118244701727,-2.02,-2.02,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,24.811926567681134,True,0.5641,0.9634,1,2,0.118,"[""high_cluster_ambiguity"", ""vp_side_flip""]",False,False,25,15,82
114,11.4,610.59,169.2,-3.19,1.0,-3.19,-81.87799932718613,78.68799932718613,-3.19,-3.19,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,4.34165866921844,False,0.0,1.0,1,,1.0,[],True,True,32,20,143
115,11.5,588.74,169.45,-9.79,0.75,-9.79,-82.897864202519,73.10786420251901,-9.79,-9.79,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,21.851430159145213,False,0.9492,0.8519,1,2,0.4875,"[""high_cluster_ambiguity""]",False,False,24,17,108
116,11.6,595.05,179.43,-7.9,0.99,-7.9,-83.92059386682752,76.02059386682751,-7.9,-7.9,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,11.8074764450326,False,0.5083,0.9744,1,2,0.99,[],True,True,21,15,78
117,11.7,572.62,172.47,-14.51,1.0,-14.51,-85.06759807689991,70.55759807689991,-14.51,-14.51,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,23.485027144970427,False,0.479,0.9881,1,2,1.0,[],True,True,24,15,84
118,11.8,555.83,172.36,-19.21,1.0,-19.21,-86.08809320580743,66.87809320580743,-19.21,-19.21,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,16.790360329665315,False,0.4753,0.9903,1,2,1.0,[],True,True,23,17,103
119,11.9,530.08,171.39,-25.93,0.99,-25.93,-87.10870292627396,61.178702926273964,-25.93,-25.93,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,25.768263426160484,False,0.5229,0.9798,1,2,0.99,[],True,True,27,18,99
120,12.0,544.56,181.73,-22.23,0.74,-22.23,-88.2440760931052,66.0140760931052,-22.23,-22.23,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,17.792863738027034,False,0.6978,0.9635,2,3,0.481,"[""high_cluster_ambiguity""]",False,False,35,24,192
121,12.1,507.8,173.76,-31.19,0.75,-31.19,-89.27379584251432,58.08379584251432,-31.19,-31.19,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,37.61407316417613,False,0.7992,0.9231,1,2,0.4875,"[""high_cluster_ambiguity""]",False,False,28,18,104
122,12.2,495.23,173.9,-33.92,0.99,-33.92,-90.30078299460143,56.38078299460143,-33.92,-33.92,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,12.570779609873043,False,0.4446,0.9836,3,1,0.99,[],True,True,35,22,183
123,12.3,479.97,174.03,-37.02,1.0,-37.02,-91.42607210423839,54.40607210423838,-37.02,-37.02,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,15.26055372520931,False,0.4131,0.9917,2,1,1.0,[],True,True,30,18,120
124,12.4,468.86,172.47,-39.13,0.99,-39.13,-92.44937472634203,53.319374726342026,-39.13,-39.13,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,11.218988367941217,False,0.4632,0.9868,2,1,0.99,[],True,True,31,20,151
125,12.5,457.75,179.9,-41.12,0.74,-41.12,-93.45795233311081,52.33795233311081,-41.12,-41.12,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,13.365515328635869,False,0.6542,0.9713,1,2,0.481,"[""high_cluster_ambiguity""]",False,False,35,21,174
126,12.6,448.22,173.83,-42.74,0.74,-42.74,-94.4971831819191,51.757183181919096,-42.74,-42.74,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,11.298929152800252,False,0.8999,0.9406,3,4,0.481,"[""high_cluster_ambiguity""]",False,False,41,29,303
127,12.7,419.92,169.87,-47.08,0.74,-47.08,-95.36045869184272,48.280458691842725,-47.08,-47.08,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,28.575716963883874,False,0.9957,0.9091,3,4,0.481,"[""high_cluster_ambiguity""]",False,False,37,23,187
128,12.8,443.92,185.95,-43.44,0.73,-43.44,-95.9888788015422,52.5488788015422,-43.44,-43.44,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,28.888862905971212,False,0.9467,0.9322,3,4,0.4745,"[""high_cluster_ambiguity""]",False,False,37,25,236
129,12.9,439.45,188.24,-44.15,0.73,-44.15,-96.46328785591052,52.313287855910524,-44.15,-44.15,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,5.022449601539107,False,0.7633,0.9489,2,3,0.4745,"[""high_cluster_ambiguity""]",False,False,37,22,176
130,13.0,421.95,179.97,-46.79,0.73,-46.79,-96.76214264185076,49.97214264185076,-46.79,-46.79,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,19.355694252596578,False,0.8235,0.9471,2,3,0.4745,"[""high_cluster_ambiguity""]",False,False,34,22,170
131,13.1,422.09,190.19,-46.77,0.73,-46.77,-96.91919037349612,50.14919037349612,-46.77,-46.77,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,10.220958859128627,False,0.5723,0.9758,1,2,0.4745,"[""high_cluster_ambiguity""]",False,False,34,18,124
132,13.2,429.27,187.93,-45.72,0.74,-45.72,-96.90320485101198,51.18320485101198,-45.72,-45.72,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,7.527283706623529,False,0.7227,0.9203,2,1,0.481,"[""high_cluster_ambiguity""]",False,False,31,19,138
133,13.3,428.38,193.53,-45.85,0.74,-45.85,-96.73750545666013,50.88750545666013,-45.85,-45.85,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,5.670282179927196,False,0.8833,0.9187,1,2,0.481,"[""high_cluster_ambiguity""]",False,False,28,18,123
134,13.4,424.78,187.49,-46.38,0.74,-46.38,-96.4058201890589,50.0258201890589,-46.38,-46.38,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,7.0314721076030775,False,0.5873,0.9699,1,2,0.481,"[""high_cluster_ambiguity""]",False,False,35,19,133
135,13.5,423.22,182.63,-46.6,0.75,-46.6,-95.93496347302039,49.33496347302039,-46.6,-46.6,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,5.104233536976924,False,0.9556,0.8671,1,2,0.4875,"[""high_cluster_ambiguity""]",False,False,32,19,143
136,13.6,428.09,180.6,-45.89,1.0,-45.89,-95.28832330543574,49.39832330543574,-45.89,-45.89,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,5.276153902228355,False,0.0,1.0,1,,1.0,[],True,True,29,17,103
137,13.7,441.51,186.03,-43.83,1.0,-43.83,-94.57017800501876,50.74017800501876,-43.83,-43.83,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,14.476923015613522,False,0.509,0.9767,1,2,1.0,[],True,True,34,15,86
138,13.8,447.25,175.3,-42.9,1.0,-42.9,-93.76288047167944,50.86288047167944,-42.9,-42.9,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,12.168833140445303,False,0.0,1.0,1,,1.0,[],True,True,34,17,104
139,13.9,455.47,171.76,-41.51,1.0,-41.51,-92.8977142010319,51.387714201031905,-41.51,-41.51,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,8.949860334105812,False,0.4471,0.9818,1,2,1.0,[],True,True,37,14,55
140,14.0,469.94,172.27,-38.93,1.0,-38.93,-92.0572424113545,53.127242411354494,-38.93,-38.93,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,14.478984771039686,False,0.0,1.0,1,,1.0,[],True,True,30,11,39
141,14.1,483.83,168.42,-36.26,0.75,-36.26,-91.20089969075195,54.940899690751955,-36.26,-36.26,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,14.413694876748286,False,0.9068,0.8603,1,2,0.4875,"[""high_cluster_ambiguity""]",False,False,47,19,136
142,14.2,497.92,169.34,-33.35,0.74,-33.35,-90.31820091157343,56.968200911573426,-33.35,-33.35,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,14.120003541076077,False,0.5817,0.7556,1,3,0.481,"[""high_cluster_ambiguity""]",False,False,34,11,45
143,14.3,504.08,175.38,-32.02,0.75,-32.02,-89.52635563860798,57.50635563860798,-32.02,-32.02,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,8.627120029302914,False,0.7301,0.7872,4,5,0.4875,"[""high_cluster_ambiguity""]",False,False,25,16,94
144,14.4,515.49,172.99,-29.43,0.75,-29.43,-88.70668221689382,59.276682216893825,-29.43,-29.43,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,11.657624114715679,False,0.6309,0.9136,2,1,0.4875,"[""high_cluster_ambiguity""]",False,False,32,15,81
145,14.5,529.06,185.99,-26.18,1.0,-26.18,-87.93886147563902,61.758861475639016,-26.18,-26.18,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,18.792149956830333,False,0.4994,0.9643,1,2,1.0,[],True,True,29,12,56
146,14.6,502.04,186.15,-32.46,0.74,-32.46,-87.13397036503923,54.67397036503923,-32.46,-32.46,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,27.02047371901529,False,0.9054,0.766,1,2,0.481,"[""high_cluster_ambiguity""]",False,False,28,11,47
147,14.7,534.42,185.15,-24.84,0.74,-24.84,-86.3949694008795,61.5549694008795,-24.84,-24.84,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,32.395437950427464,False,0.9666,0.8523,1,2,0.481,"[""high_cluster_ambiguity""]",False,False,38,19,149
148,14.8,554.58,171.31,-19.55,0.74,-19.55,-85.65889052147493,66.10889052147493,-19.55,-19.55,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,24.453449654394436,False,0.6305,0.9407,2,1,0.481,"[""high_cluster_ambiguity""]",False,False,39,17,118
149,14.9,563.88,168.07,-16.99,1.0,-16.99,-85.03980962383608,68.04980962383608,-16.99,-16.99,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,9.848228267053887,False,0.0,1.0,1,,1.0,[],True,True,34,18,128
150,15.0,575.5,183.18,-13.68,0.74,-13.68,-84.44662641853714,70.76662641853713,-13.68,-13.68,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,19.061387672464996,False,0.5855,0.8596,1,2,0.481,"[""high_cluster_ambiguity""]",False,False,28,12,57
151,15.1,579.9,167.79,-12.4,0.75,-12.4,-83.92317217690561,71.5231721769056,-12.4,-12.4,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,16.006626752692156,False,0.9641,0.6747,3,2,0.4875,"[""high_cluster_ambiguity""]",False,False,32,14,83
152,15.2,581.84,172.67,-11.83,1.0,-11.83,-83.42349568377202,71.59349568377202,-11.83,-11.83,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,5.251475982997558,False,0.0,1.0,1,,1.0,[],True,True,25,10,38
153,15.3,578.18,180.28,-12.9,0.99,-12.9,-83.01314331089932,70.11314331089932,-12.9,-12.9,,geometry_single_frame_yaw_vs_oxts_absolute_heading,False,not_same_coordinate_semantics,8.444388669406496,False,0.4673,0.9643,1,2,0.99,[],True,True,33,9,28
